game_id,season_start_year,period,periodTime,team,shotType,strength,shot_distance,shot_angle,is_goal,empty_net
2016020009,2016,3,17:55,,slap,,90.24411338142782,12.804266065286752,1,0
2016020023,2016,1,09:22,,snap,,87.5728268357257,6.556946498163389,1,0
2016020031,2016,2,03:53,,wrist,,83.86298349093002,-8.226722464108173,1,0
2016020033,2016,3,18:24,,wrist,,85.28774824088158,-4.7078522443722255,1,0
2016020091,2016,3,17:41,,wrist,,85.7962703152066,-21.18134950026624,1,0
2016020102,2016,3,19:16,,wrist,,94.847245611035,24.94390526342458,1,0
2016020182,2016,3,19:24,,slap,,90.37698822156004,24.863696571751863,1,0
2016020187,2016,3,18:28,,wrist,,85.05292469985967,-2.0213649403560154,1,0
2016020199,2016,3,18:11,,wrist,,82.73451516749222,-26.56505117707799,1,0
2016020298,2016,3,17:51,,wrist,,88.88756943465155,17.007946955407327,1,0
2016020305,2016,2,05:43,,slap,,84.77027781009096,17.152421740211835,1,0
2016020342,2016,3,19:36,,snap,,90.80198235721508,-25.43621638041735,1,0
2016020413,2016,3,18:27,,backhand,,82.46211251235322,-14.03624346792648,1,0
2016020423,2016,3,19:08,,wrist,,82.29216244576394,25.942295489871672,1,0
2016020424,2016,3,19:01,,wrist,,86.33075929238663,-18.22507511135446,1,0
2016020431,2016,3,19:34,,wrist,,84.09518416651456,25.34617594194669,1,0
2016020434,2016,3,19:02,,wrist,,82.96987405076617,15.376251248826188,1,0
2016020452,2016,3,18:56,,backhand,,95.46203433826454,22.804540471321047,1,0
2016020459,2016,3,19:13,,wrist,,88.28363381737297,9.782407031807288,1,0
2016020473,2016,3,16:33,,wrist,,82.56512580987206,11.173838241814732,1,0
2016020606,2016,3,18:38,,wrist,,94.70480452437458,-21.6890649646158,1,0
2016020607,2016,3,18:46,,wrist,,89.00561780022652,-0.6437457141753808,1,0
2016020609,2016,3,18:55,,wrist,,96.25487000666512,-23.902050411010848,1,0
2016020609,2016,3,19:44,,snap,,84.17244204607586,13.045637062948602,1,0
2016020613,2016,3,19:56,,wrist,,81.8413098624405,-26.878139752098647,1,0
2016020636,2016,3,18:16,,snap,,84.48076704197234,-16.504361381755018,1,0
2016020669,2016,3,17:52,,wrist,,88.36288813749809,5.194428907734806,1,0
2016020700,2016,3,19:25,,wrist,,81.39410298049853,-10.619655276155134,1,0
2016020732,2016,3,17:36,,wrist,,87.23531395025755,-25.096250462692165,1,0
2016020759,2016,3,19:46,,wrist,,80.4114419718985,10.75096699318805,1,0
2016020779,2016,3,19:42,,wrap-around,,86.00581375697809,-0.6661999701831416,1,0
2016020818,2016,3,19:22,,snap,,80.15609770940699,-3.576334374997351,1,0
2016020825,2016,3,19:24,,wrist,,89.15716460273958,23.114207983326832,1,0
2016020859,2016,3,18:43,,wrist,,86.16263691415206,-21.80140948635181,1,0
2016020865,2016,3,18:05,,wrist,,87.72684879784524,24.22774531795417,1,0
2016020867,2016,1,12:44,,slap,,83.18653737234169,-9.688786560366802,1,0
2016020977,2016,3,19:49,,wrist,,85.86617494683223,-26.26663835708311,1,0
2016020986,2016,3,19:00,,wrist,,85.14693182963201,3.3664606634298013,1,0
2016021010,2016,3,19:58,,wrist,,82.03657720797473,9.117862753795787,1,0
2016021021,2016,3,19:34,,wrist,,86.97700845625813,-17.393322146912038,1,0
2016021050,2016,3,19:26,,wrist,,88.0056816347672,0.6510603802294862,1,0
2016021060,2016,3,18:57,,wrist,,93.1074647920348,-24.08745230863229,1,0
2016021070,2016,3,19:09,,backhand,,80.52949770115296,-28.156191448272576,1,0
2016021085,2016,3,19:12,,wrist,,90.44335243676012,18.034285567129857,1,0
2016021116,2016,3,18:52,,wrist,,82.76472678623425,28.11320887605596,1,0
2016021175,2016,3,04:21,,wrist,,88.0,0.0,1,0
2016021178,2016,3,18:34,,wrist,,84.52810183601665,-10.911128384283383,1,0
2017020054,2017,3,17:59,,wrist,,90.07774419910837,-22.864508121899647,1,0
2017020069,2017,3,19:21,,wrist,,89.45389874119518,5.774325902663275,1,0
2017020078,2017,3,19:36,,slap,,81.88406438373708,-28.44292862436335,1,0
2017020113,2017,3,18:21,,wrist,,86.97700845625813,17.393322146912038,1,0
2017020120,2017,3,18:57,,backhand,,91.3892772703669,23.19859051364819,1,0
2017020174,2017,3,19:41,,wrist,,83.24061508662703,-16.039943306049665,1,0
2017020178,2017,3,18:46,,wrist,,89.31965069345043,21.68229161324493,1,0
2017020181,2017,3,18:11,,wrist,,82.87339742040264,-8.325650330426836,1,0
2017020192,2017,3,18:05,,wrist,,80.00624975587844,0.7161599454704085,1,0
2017020211,2017,3,05:20,,wrist,,87.66413177577246,25.688143435647348,1,0
2017020223,2017,3,19:40,,wrist,,85.32877591996736,10.124671655397815,1,0
2017020237,2017,3,19:25,,wrist,,81.88406438373708,-28.44292862436335,1,0
2017020239,2017,3,17:37,,wrist,,89.05054744357274,-1.930587441166992,1,0
2017020259,2017,3,19:43,,backhand,,91.28526715741155,24.599790605157462,1,0
2017020260,2017,3,18:19,,wrist,,89.1852005660132,-17.622297228668277,1,0
2017020326,2017,1,02:26,,wrist,,91.92388155425118,22.380135051959574,1,0
2017020331,2017,3,19:12,,wrist,,90.87353850269064,-24.0265065786792,1,0
2017020391,2017,3,19:31,,wrist,,91.0,22.619864948040423,1,0
2017020394,2017,3,18:52,,backhand,,83.19254774317228,25.641005824305285,1,0
2017020408,2017,3,17:57,,wrist,,82.73451516749222,-7.640406761026755,1,0
2017020408,2017,3,19:08,,wrist,,87.31551981177229,-20.095231191904816,1,0
2017020429,2017,3,18:25,,wrist,,81.93900170248598,23.74949449286676,1,0
2017020431,2017,4,01:29,,wrist,,80.95060222135473,27.19812794850912,1,0
2017020453,2017,3,19:36,,backhand,,94.93682109698008,23.594820569881477,1,0
2017020462,2017,3,18:31,,wrist,,94.57801012920498,19.7760766026392,1,0
2017020468,2017,3,19:44,,wrist,,82.56512580987206,11.173838241814732,1,0
2017020478,2017,2,03:05,,slap,,82.00609733428362,-0.6986943829834713,1,0
2017020498,2017,3,19:49,,wrist,,81.88406438373708,8.426969021480673,1,0
2017020504,2017,3,19:54,,wrist,,92.69843580125828,20.194334245183978,1,0
2017020543,2017,3,19:46,,wrist,,93.30058949438636,-19.405970754001174,1,0
2017020608,2017,3,16:55,,wrist,,91.3892772703669,23.19859051364819,1,0
2017020615,2017,3,19:55,,backhand,,87.93179174792243,-17.198541220065866,1,0
2017020646,2017,3,16:48,,wrist,,80.95677859203639,-25.615484320642167,1,0
2017020662,2017,3,19:54,,snap,,87.31551981177229,-20.095231191904816,1,0
2017020694,2017,3,19:59,,wrist,,84.30895563343196,22.306205054907643,1,0
2017020710,2017,3,19:59,,wrist,,92.04890004774636,17.056965576617063,1,0
2017020716,2017,3,08:34,,slap,,81.85963596303125,-25.312883801874136,1,0
2017020725,2017,3,19:42,,wrist,,85.70297544426332,11.441043868767425,1,0
2017020736,2017,3,17:34,,wrist,,84.09518416651456,-25.34617594194669,1,0
2017020742,2017,3,17:39,,backhand,,80.11242100947892,-24.32557523912611,1,0
2017020854,2017,3,19:17,,backhand,,82.85529554590944,23.47099311816088,1,0
2017020865,2017,3,19:52,,wrist,,86.33075929238663,25.377743861349163,1,0
2017020947,2017,1,16:24,,wrist,,86.02325267042627,17.5924245621816,1,0
2017021023,2017,3,17:39,,wrist,,87.31551981177229,-20.095231191904816,1,0
2017021030,2017,3,18:19,,wrist,,86.4060183089118,-23.89516141507037,1,0
2017021043,2017,3,19:45,,snap,,86.53900854527974,-22.416147479343643,1,0
2017021054,2017,3,18:11,,wrist,,95.85405573057407,-23.355564859286005,1,0
2017021058,2017,3,17:27,,wrist,,89.55445270895244,23.702645950966243,1,0
2017021061,2017,3,19:16,,wrist,,89.02246907382428,14.97287576678692,1,0
2017021070,2017,3,18:26,,wrist,,85.5102333057278,10.7842978675626,1,0
2017021071,2017,3,18:26,,wrist,,97.9897953870708,24.734302529052496,1,0
2017021097,2017,3,19:26,,wrist,,88.32326986700618,-15.76718254247568,1,0
2017021099,2017,3,19:10,,snap,,90.47098982546837,23.448062577957817,1,0
2017021103,2017,3,18:10,,wrist,,97.16995420396162,-23.663140708194348,1,0
2017021138,2017,1,08:27,,deflected,,94.847245611035,24.94390526342458,1,0
2017021146,2017,3,19:16,,wrist,,91.09335870413386,17.241459398939973,1,0
2017021195,2017,3,19:42,,wrist,,90.07774419910837,-22.864508121899647,1,0
2017021199,2017,3,19:58,,wrist,,86.33075929238663,-25.377743861349163,1,0
2017021202,2017,3,17:50,,wrist,,85.00588214941364,-0.6740368979845053,1,0
2017021238,2017,3,19:21,,backhand,,80.36168241145776,16.63095370672142,1,0
2017021258,2017,3,19:17,,wrist,,86.03487664894976,19.69862137458028,1,0
2017021271,2017,3,19:34,,snap,,92.17917335276988,-15.091572678594876,1,0
2018020032,2018,3,18:22,,wrist,,92.04890004774636,17.056965576617063,1,0
2018020043,2018,3,18:05,,wrist,,91.92388155425118,-22.380135051959574,1,0
2018020073,2018,3,19:59,,wrist,,90.24411338142782,-12.804266065286752,1,0
2018020088,2018,3,19:09,,wrist,,89.88882021697692,20.854458039578347,1,0
2018020090,2018,3,17:53,,wrist,,85.23496934944014,-22.05106271907673,1,0
2018020093,2018,3,18:53,,wrist,,86.00581375697809,-23.28606491822357,1,0
2018020101,2018,3,19:28,,wrist,,86.02325267042627,1.3322198538696388,1,0
2018020127,2018,3,19:26,,wrist,,86.88498144098322,-11.956584243149132,1,0
2018020138,2018,3,19:36,,wrist,,93.5200513259055,24.64677085193117,1,0
2018020182,2018,3,19:40,,wrist,,81.74350127074322,14.886266849017565,1,0
2018020222,2018,3,17:54,,wrist,,92.34717104492157,17.650124219930124,1,0
2018020228,2018,3,19:11,,backhand,,83.773504164503,-23.19859051364819,1,0
2018020280,2018,3,14:51,,wrist,,87.09190547921202,2.632434868986484,1,0
2018020332,2018,3,17:58,,wrist,,83.21658488546619,-4.134671373736423,1,0
2018020336,2018,3,18:51,,backhand,,81.93900170248598,23.74949449286676,1,0
2018020358,2018,3,03:39,,wrist,,89.0,0.0,1,0
2018020365,2018,3,18:21,,wrist,,84.38009243891595,-5.440332031005506,1,0
2018020404,2018,3,17:06,,wrist,,94.33981132056604,-21.124719146072483,1,0
2018020511,2018,3,18:18,,wrist,,88.45903006477066,-10.420712396794508,1,0
2018020519,2018,3,19:41,,wrist,,80.02499609497022,-1.4320961841646465,1,0
2018020545,2018,3,18:01,,snap,,80.0812087820857,-15.945395900922854,1,0
2018020574,2018,3,17:54,,wrist,,87.80091115700337,14.511059500169068,1,0
2018020614,2018,3,19:27,,wrist,,81.88406438373708,-8.426969021480673,1,0
2018020616,2018,3,19:42,,wrist,,85.0235261559999,-1.3478872801985986,1,0
2018020661,2018,3,19:57,,wrist,,88.28363381737297,-9.782407031807288,1,0
2018020727,2018,3,17:51,,wrist,,89.00561780022652,0.6437457141753808,1,0
2018020728,2018,3,19:42,,wrist,,92.97311439335569,-18.82471001824007,1,0
2018020750,2018,3,19:39,,wrist,,80.1311425102625,-29.124053494777428,1,0
2018020782,2018,3,18:04,,wrist,,88.95504482602435,21.08375458238065,1,0
2018020794,2018,3,18:29,,wrist,,92.70382947861432,-23.523209020459618,1,0
2018020813,2018,3,18:29,,wrist,,94.15412895885127,-22.479434397103116,1,0
2018020950,2018,3,17:29,,snap,,92.35799911215054,-19.612093708904077,1,0
2018020970,2018,3,17:05,,wrist,,91.92388155425118,-14.489762593884448,1,0
2018021023,2018,3,15:03,,wrist,,83.09632964216891,-2.7591076586202736,1,0
2018021062,2018,3,19:39,,backhand,,94.93682109698008,-23.594820569881477,1,0
2018021063,2018,3,17:28,,wrist,,82.29216244576394,-25.942295489871672,1,0
2018021086,2018,3,19:03,,wrist,,81.85963596303125,-25.312883801874136,1,0
2018021137,2018,3,18:42,,snap,,90.09439494219384,-8.939565003151525,1,0
2018021155,2018,3,17:47,,wrist,,91.92388155425118,-22.380135051959574,1,0
2018021176,2018,3,15:57,,wrist,,82.21921916437786,18.43494882292201,1,0
2018021178,2018,3,17:33,,slap,,85.09406559801923,2.6942842898561006,1,0
2018021179,2018,3,19:33,,wrist,,89.98888820293314,14.808377039042396,1,0
2018021221,2018,3,19:33,,slap,,90.62008607367352,22.03622694014545,1,0
2018021238,2018,3,19:15,,wrist,,80.95060222135473,27.19812794850912,1,0
2018021243,2018,3,19:05,,wrist,,83.48652585896721,-18.86899945506142,1,0
2018021265,2018,3,17:27,,wrist,,83.09632964216891,2.7591076586202736,1,0
2018021266,2018,3,17:51,,wrist,,81.93900170248598,23.74949449286676,1,0
2019020006,2019,3,19:43,,wrist,,86.05230967266364,-1.9978798564766749,1,0
2019020063,2019,3,19:24,,snap,,85.72630868059116,16.955313052025204,1,0
2019020070,2019,3,19:03,,backhand,,91.54780172128658,21.80140948635181,1,0
2019020104,2019,3,17:10,,wrist,,93.23089616645332,22.71441235316724,1,0
2019020108,2019,3,19:38,,wrist,,90.87353850269064,24.0265065786792,1,0
2019020118,2019,3,19:08,,wrist,,83.48652585896721,-18.86899945506142,1,0
2019020135,2019,3,18:57,,slap,,86.03487664894976,-19.69862137458028,1,0
2019020142,2019,3,18:15,,wrist,,97.16995420396162,23.663140708194348,1,0
2019020166,2019,3,18:46,,wrist,,91.7877987534291,23.772348811364708,1,0
2019020181,2019,3,19:14,,wrist,,87.32124598286491,-23.629377730656817,1,0
2019020186,2019,3,19:30,,wrist,,83.64807230295268,27.7904424794521,1,0
2019020243,2019,3,19:54,,wrist,,80.00624975587844,-0.7161599454704085,1,0
2019020279,2019,3,19:13,,wrist,,88.88756943465155,-17.007946955407327,1,0
2019020284,2019,3,18:27,,wrist,,81.88406438373708,8.426969021480673,1,0
2019020304,2019,3,19:46,,wrist,,96.38464608017192,-22.574138078648208,1,0
2019020319,2019,3,17:28,,snap,,89.15716460273958,-23.114207983326832,1,0
2019020355,2019,3,18:58,,wrist,,91.7877987534291,-23.772348811364708,1,0
2019020358,2019,3,19:29,,wrist,,87.32124598286491,23.629377730656817,1,0
2019020388,2019,3,17:53,,wrist,,84.30895563343196,-22.306205054907643,1,0
2019020389,2019,3,14:47,,wrist,,81.00617260431454,0.7073193685442566,1,0
2019020412,2019,3,19:31,,wrist,,93.77632963600144,21.914866327191724,1,0
2019020423,2019,3,19:22,,wrist,,83.74365647617735,-11.712472311087508,1,0
2019020454,2019,3,19:57,,wrist,,87.09190547921202,-2.632434868986484,1,0
2019020457,2019,3,17:37,,backhand,,85.95929269136641,-29.248826336546973,1,0
2019020472,2019,3,19:58,,wrist,,87.09190547921202,-15.312818360806302,1,0
2019020479,2019,3,15:19,,slap,,95.85405573057407,23.355564859286005,1,0
2019020508,2019,3,17:50,,snap,,85.72630868059116,16.955313052025204,1,0
2019020517,2019,3,18:57,,wrist,,94.02127418834527,23.838740183171723,1,0
2019020528,2019,3,19:52,,snap,,83.19254774317228,-25.641005824305285,1,0
2019020529,2019,3,19:53,,wrist,,86.28441342444185,-4.653351587268386,1,0
2019020536,2019,3,17:04,,wrist,,88.32326986700618,15.76718254247568,1,0
2019020570,2019,3,17:17,,wrist,,91.28526715741155,-24.599790605157462,1,0
2019020648,2019,3,19:53,,wrist,,89.69392398596462,-22.27589784825897,1,0
2019020696,2019,3,15:04,,wrist,,80.52949770115296,-28.156191448272576,1,0
2019020724,2019,3,18:20,,wrist,,94.33981132056604,21.124719146072483,1,0
2019020759,2019,3,19:00,,wrist,,86.53900854527974,-22.416147479343643,1,0
2019020768,2019,3,19:37,,backhand,,80.60397012554654,11.449337988500032,1,0
2019020781,2019,3,18:50,,wrist,,92.84934033152848,22.145180038223284,1,0
2019020858,2019,3,18:37,,wrist,,91.54780172128658,21.80140948635181,1,0
2019020903,2019,3,16:48,,wrist,,84.48076704197234,-16.504361381755018,1,0
2019020997,2019,3,18:11,,wrist,,91.09335870413386,-17.241459398939973,1,0
2019021028,2019,3,19:03,,wrist,,81.74350127074322,-14.886266849017565,1,0
2019021062,2019,3,19:42,,wrist,,93.94147114027967,-25.20112364547507,1,0
2019021080,2019,3,19:20,,wrist,,82.85529554590944,-23.47099311816088,1,0
